,Departure,Arrival
365,"    Saint Etienne (Rhone-Alpes), France ","Saint Etienne (Rhone-Alpes), France"
366,"    Corbeil-Essonnes (Ile-de-France), France ","Paris (Ile-de-France), France"
367,,
368,,
369,,
370,,
371,"    Liège (Liege), Belgium ","Liège (Liege), Belgium"
372,"    Liège (Liege), Belgium ","Charleroi (Hainaut), Belgium"
373,"    Charleroi (Hainaut), Belgium ","Namur (Namur), Belgium"
374,"    Waterloo (Brabant), Belgium ","Wasquehal (Nord-Pas-de-Calais), France"
375,"    Cambrai (Nord-Pas-de-Calais), France ","Arras (Nord-Pas-de-Calais), France"
376,"    Amiens (Picardie), France ","Chartres (Centre), France"
377,"    Bonneval (Rhone-Alpes), France ","Angers (Pays de la Loire), France"
378,"    Châteaubriant (Pays de la Loire), France ","Saint-Brieuc (Bretagne), France"
379,"    Lamballe (Bretagne), France ","Quimper (Bretagne), France"
380,"    Saint-Léonard-de-Noblat (Limousin), France ","Guéret (Limousin), France"
381,"    Limoges (Limousin), France ","Saint-Flour (Languedoc-Roussillon), France"
382,"    Saint-Flour (Languedoc-Roussillon), France ","Figeac (Midi-Pyrenees), France"
383,"    Castelsarrasin (Midi-Pyrenees), France ","Col du Tourmalet (Midi-Pyrenees), France"
384,"    Lannemezan (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France"
385,"    Carcassonne (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France"
386,"    Valréas (Provence-Alpes-Cote d'Azur), France ","Villard-de-Lans (Rhone-Alpes), France"
387,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
388,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Le Grand Bornand (Rhone-Alpes), France"
389,"    Annemasse (Rhone-Alpes), France ","Lons-le-Saunier (Franche-Comte), France"
390,"    Besançon (Franche-Comte), France ","Besançon (Franche-Comte), France"
391,"    Montreau (Centre), France ","Paris (Ile-de-France), France"
392,,
393,,
394,,
395,,
396,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
397,"    Saint-Denis (Ile-de-France), France ","Meaux (Ile-de-France), France"
398,"    La Ferté-sous-Jouarre (Ile-de-France), France ","Sedan (Champagne-Ardenne), France"
399,"    Charleville-Mézières (Champagne-Ardenne), France ","Saint-Dizier (Rhone-Alpes), France"
400,"    Joinville (Champagne-Ardenne), France ","Saint-Dizier (Champagne-Ardenne), France"
401,"    Troyes (Champagne-Ardenne), France ","Nevers (Bourgogne), France"
402,"    Nevers (Bourgogne), France ","Lyon (Rhone-Alpes), France"
403,"    Lyon (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
404,"    Sallanches (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
405,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Gap (Provence-Alpes-Cote d'Azur), France"
406,"    Gap (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
407,"    Narbonne (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
408,"    Gaillac (Midi-Pyrenees), France ","Cap Découverte (Midi-Pyrenees), France"
409,"    Toulouse (Franche-Comte), France ","Ax-les-Thermes (Midi-Pyrenees), France"
410,"    Saint-Girons (Midi-Pyrenees), France ","Loudenvielle (Midi-Pyrenees), France"
411,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Luz (Midi-Pyrenees), France"
412,"    Pau (Aquitaine), France ","Bayonne (Aquitaine), France"
413,"    Dax (Aquitaine), France ","Bordeaux (Aquitaine), France"
414,"    Bordeaux (Aquitaine), France ","Saint-Maixent-l'Ecole (Poitou-Charentes), France"
415,"    Pornic (Pays de la Loire), France ","Nantes (Pays de la Loire), France"
416,"    Ville-d'Avray (Ile-de-France), France ","Paris (Ile-de-France), France"
417,,
418,,
419,,
420,,
421,"    Luxembourg (Luxembourg), Luxemburg ","Luxembourg (Luxembourg), Luxemburg"
422,"    Luxembourg (Luxembourg), Luxemburg ","Luxembourg (Luxembourg), Luxemburg"
423,"    Luxembourg (Luxembourg), Luxemburg ","Saarbrücken (Saarland), Germany"
424,"    Metz (Lorraine), France ","Reims (Champagne-Ardenne), France"
425,"    Épernay (Champagne-Ardenne), France ","Château-Thierry (Picardie), France"
426,"    Soissons (Picardie), France ","Rouen (Haute-Normandie), France"
427,"    Forges-les-Eaux (Haute-Normandie), France ","Alençon (Basse-Normandie), France"
428,"    Bagnoles-de-l'Orne (Basse-Normandie), France ","Avranches (Basse-Normandie), France"
429,"    Saint-Martin-de-Landelles (Basse-Normandie), France ","Plouay (Bretagne), France"
430,"    Lanester (Bretagne), France ","Lorient (Bretagne), France"
431,"    Bazas (Aquitaine), France ","Pau (Aquitaine), France"
432,"    Pau (Aquitaine), France ","Col du Tourmalet (Midi-Pyrenees), France"
433,"    Lannemezan (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France"
434,"    Lavelanet (Midi-Pyrenees), France ","Béziers (Languedoc-Roussillon), France"
435,"    Lodève (Languedoc-Roussillon), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France"
436,"    Vaison-la-Romaine (Provence-Alpes-Cote d'Azur), France ","Les Deux Alpes (Provence-Alpes-Cote d'Azur), France"
437,"    Les Deux Alpes (Provence-Alpes-Cote d'Azur), France ","La Plaine (Provence-Alpes-Cote d'Azur), France"
438,"    Aime (Rhone-Alpes), France ","Cluses (Rhone-Alpes), France"
439,"    Cluses (Rhone-Alpes), France ","Bourg-en-Bresse (Rhone-Alpes), France"
440,"    Régnié (Rhone-Alpes), France ","Mâcon (Bourgogne), France"
441,"    Melun (Ile-de-France), France ","Paris (Ile-de-France), France"
442,,
443,,
444,,
445,,
446,"    Dunkerque (Nord-Pas-de-Calais), France ","Dunkerque (Nord-Pas-de-Calais), France"
447,"    Saint-Omer (Basse-Normandie), France ","Boulogne-sur-Mer (Nord-Pas-de-Calais), France"
448,"    Calais (Nord-Pas-de-Calais), France ","Antwerpen (Antwerpen), Belgium"
449,"    Antwerpen (Antwerpen), Belgium ","Seraing (Liege), Belgium"
450,"    Huy (Liege), Belgium ","Verdun (Lorraine), France"
451,"    Verdun (Lorraine), France ","Bar-le-Duc (Lorraine), France"
452,"    Commercy (Lorraine), France ","Strasbourg (Alsace), France"
453,"    Strasbourg (Alsace), France ","Colmar (Alsace), France"
454,"    Colmar (Alsace), France ","Pontarlier (Franche-Comte), France"
455,"    Pontarlier (Franche-Comte), France ","Aix-les-Bains (Rhone-Alpes), France"
456,"    Aix-les-Bains (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
457,"    Grenoble (Rhone-Alpes), France ","Chamrousse (Rhone-Alpes), France"
458,"    Perpignan (Languedoc-Roussillon), France ","Ax-les-Thermes (Midi-Pyrenees), France"
459,"    Foix-sur-Ariège (Midi-Pyrenees), France ","Pla d'Adet (Midi-Pyrenees), France"
460,"    Tarbes (Midi-Pyrenees), France ","Luz (Midi-Pyrenees), France"
461,"    Pau (Aquitaine), France ","Lavaur (Midi-Pyrenees), France"
462,"    Castelsarrasin (Midi-Pyrenees), France ","Sarran (Midi-Pyrenees), France"
463,"    Brive-la-Gaillarde (Limousin), France ","Montluçon (Auvergne), France"
464,"    Montluçon (Auvergne), France ","Saint-Amand-Montrond (Centre), France"
465,"    Orléans (Centre), France ","Évry (Ile-de-France), France"
466,"    Corbeil-Essonnes (Ile-de-France), France ","Paris (Ile-de-France), France"
467,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
468,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
469,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
470,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
471,"    Futuroscope (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France"
472,"    Futuroscope (Poitou-Charentes), France ","Loudun (Poitou-Charentes), France"
473,"    Loudun (Poitou-Charentes), France ","Nantes (Pays de la Loire), France"
474,"    Nantes (Pays de la Loire), France ","Saint-Nazaire (Pays de la Loire), France"
475,"    Vannes (Bretagne), France ","Vitré (Bretagne), France"
476,"    Vitré (Bretagne), France "," , France"
477,"     , France ","Limoges (Limousin), France"
478,"    Limoges (Limousin), France ","Villeneuve-sur-Lot (Aquitaine), France"
479,"    Agen (Aquitaine), France ","Dax (Aquitaine), France"
480,"    Dax (Aquitaine), France ","Lourdes (Midi-Pyrenees), France"
481,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Revel (Midi-Pyrenees), France"
482,"    Carpentras (Provence-Alpes-Cote d'Azur), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France"
483,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Draguignan (Provence-Alpes-Cote d'Azur), France"
484,"    Draguignan (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
485,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Courchevel (Rhone-Alpes), France"
486,"    Courchevel (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
487,"    Évian-les-Bains (Rhone-Alpes), France ","Lausanne (Vaud), Switzerland"
488,"    Lausanne (Vaud), Switzerland ","Freiburg im Breisgau (Baden-Wurttemberg), Germany"
489,"    Freiburg im Breisgau (Baden-Wurttemberg), Germany ","Mulhouse (Alsace), France"
490,"    Belfort (Franche-Comte), France ","Troyes (Champagne-Ardenne), France"
491,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
492,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France"
493,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France"
494,"    Futuroscope (Poitou-Charentes), France ","Paris (Ile-de-France), France"
495,"    Le Puy (Aquitaine), France ","Le Puy (Aquitaine), France"
496,"    Montaigu (Pays de la Loire), France ","Challans (Pays de la Loire), France"
497,"    Challans (Pays de la Loire), France ","Saint-Nazaire (Pays de la Loire), France"
498,"    Nantes (Pays de la Loire), France ","Laval (Pays de la Loire), France"
499,"    Laval (Pays de la Loire), France ","Blois (Centre), France"
500,"    Bonneval (Rhone-Alpes), France ","Amiens (Picardie), France"
501,"    Amiens (Picardie), France ","Maubeuge (Nord-Pas-de-Calais), France"
502,"    Avesnes-sur-Helpe (Nord-Pas-de-Calais), France ","Thionville (Lorraine), France"
503,"    Metz (Lorraine), France ","Metz (Lorraine), France"
504,"    Le Grand Bornand (Rhone-Alpes), France ","Sestriere (Piemonte), Italy"
505,"    Sestriere (Piemonte), Italy ","L'Alpe-d'Huez (Rhone-Alpes), France"
506,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Saint-Etienne (Pays de la Loire), France"
507,"    Saint-Galmier (Rhone-Alpes), France ","Saint-Flour (Auvergne), France"
508,"    Saint-Flour (Auvergne), France ","Albi (Midi-Pyrenees), France"
509,"    Castres (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France"
510,"    Saint-Gaudens (Midi-Pyrenees), France ","Piau-Engaly (Midi-Pyrenees), France"
511,"    Lannemezan (Midi-Pyrenees), France ","Pau (Aquitaine), France"
512,"    Mourenx (Aquitaine), France ","Bordeaux (Aquitaine), France"
513,"    Jonzac (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France"
514,"    Futuroscope (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France"
515,"    Arpajon (Ile-de-France), France ","Paris (Ile-de-France), France"
516,,"Paris (Ile-de-France), France"
517,,"Paris (Ile-de-France), France"
518,,"Paris (Ile-de-France), France"
519,"    Dublin (Dublin), Ireland ","Dublin (Dublin), Ireland"
520,"    Dublin (Dublin), Ireland ","Dublin (Dublin), Ireland"
521,"    Enniscorthy (Wexford), Ireland ","Cork (Cork), Ireland"
522,"    Roscoff (Bretagne), France ","Lorient (Bretagne), France"
523,"    Plouay (Bretagne), France ","Cholet (Pays de la Loire), France"
524,"    Cholet (Pays de la Loire), France ","Châteauroux (Centre), France"
525,"    La Châtre (Centre), France ","Brive-la-Gaillarde (Limousin), France"
526,"    Meyrignac-l'Eglise (Limousin), France ","Corrèze (Limousin), France"
527,"    Brive-la-Gaillarde (Limousin), France ","Montauban (Bretagne), France"
528,"    Montauban (Bretagne), France ","Pau (Aquitaine), France"
529,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
530,"    Luchon (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France"
531,"    Tarascon-sur-Ariège (Midi-Pyrenees), France ","Le Cap d'Agde (Languedoc-Roussillon), France"
532,"    Frontignan (Languedoc-Roussillon), France ","Carpentras (Provence-Alpes-Cote d'Azur), France"
533,"    Valréas (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
534,"    Grenoble (Rhone-Alpes), France ","Les Deux Alpes (Provence-Alpes-Cote d'Azur), France"
535,"    Vizille (Rhone-Alpes), France ","Albertville (Rhone-Alpes), France"
536,"    Albertville (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France"
537,"    Aix-les-Bains (Rhone-Alpes), France ","Neuchâtel (Neuchatel), Switzerland"
538,"    La Chaux-de-Fonds (Neuchatel), Switzerland ","Autun (Bourgogne), France"
539,"    Montceau-les-Mines (Bourgogne), France ","Le Creusot (Bourgogne), France"
540,"    Melun (Ile-de-France), France ","Paris (Ile-de-France), France"
541,,"Paris (Ile-de-France), France"
542,,"Paris (Ile-de-France), France"
543,,"Paris (Ile-de-France), France"
544,"    Dublin (Dublin), Ireland ","Paris (Ile-de-France), France"
545,"    Rouen (Haute-Normandie), France ","Rouen (Haute-Normandie), France"
546,"    Rouen (Haute-Normandie), France ","Forges-les-Eaux (Haute-Normandie), France"
547,"    Saint-Valéry-en-Caux (Haute-Normandie), France ","Vire (Basse-Normandie), France"
548,"     , France ","Plumelec (Bretagne), France"
549,"    Plumelec (Bretagne), France ","Le Puy (Aquitaine), France"
550,"    Chantonnay (Pays de la Loire), France ","La Chatie (Limousin), France"
551,"    Le Blanc (Centre), France ","Marennes (Poitou-Charentes), France"
552,"    Marennes (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
553,"    Sauternes (Aquitaine), France ","Pau (Aquitaine), France"
554,"    Pau (Aquitaine), France ","Loudenvielle (Midi-Pyrenees), France"
555,"    Luchon (Midi-Pyrenees), France ","Andorre (Andorra la Vella), Andorra"
556,"    Andorra (Andorra la Vella), Andorra ","Perpignan (Languedoc-Roussillon), France"
557,"    Saint-Etienne (Pays de la Loire), France ","Saint-Etienne (Pays de la Loire), France"
558,"    Saint-Etienne (Pays de la Loire), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
559,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Courchevel (Rhone-Alpes), France"
560,"    Courchevel (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
561,"    Morzine (Rhone-Alpes), France ","Fribourg (Lorraine), France"
562,"    Fribourg (Lorraine), France ","Colmar (Alsace), France"
563,"    Colmar (Alsace), France ","Montbéliard (Franche-Comte), France"
564,"    Montbéliard (Franche-Comte), France ","Dijon (Bourgogne), France"
565,"    Disneyland (Ile-de-France), France ","Disneyland (Ile-de-France), France"
566,"    Disneyland (Ile-de-France), France ","Paris (Ile-de-France), France"
567,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France"
568,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France"
569,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France"
570,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France"
571,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","'s-Hertogenbosch (Noord-Brabant), The Netherlands"
572,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","'s-Hertogenbosch (Noord-Brabant), The Netherlands"
573,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Wasquehal (Nord-Pas-de-Calais), France"
574,"    Wasquehal (Nord-Pas-de-Calais), France ","Nogent-sur-Oise (Picardie), France"
575,"    Soissons (Picardie), France ","Lac de Madine (Lorraine), France"
576,"    Lac de Madine (Lorraine), France ","Besançon (Franche-Comte), France"
577,"    Arc-et-Senans (Franche-Comte), France ","Aix-les-Bains (Rhone-Alpes), France"
578,"    Chambéry (Rhone-Alpes), France ","Les Arcs (Provence-Alpes-Cote d'Azur), France"
579,"    Bourg-Saint-Maurice (Rhone-Alpes), France ","Val-d'Isere (Rhone-Alpes), France"
580,"    Le Monêtier-les-Bains (Provence-Alpes-Cote d'Azur), France ","Sestrières (Piemonte), Italy"
581,"    Torino (Piemonte), Italy ","Gap (Provence-Alpes-Cote d'Azur), France"
582,"    Gap (Provence-Alpes-Cote d'Azur), France ","Valence (Rhone-Alpes), France"
583,"    Valence (Rhone-Alpes), France ","Le Puy-en Velay (Auvergne), France"
584,"    Le Puy-en Velay (Auvergne), France ","Super Besse (Auvergne), France"
585,"    Besse (Auvergne), France ","Tulle (Limousin), France"
586,"    Brive-la-Gaillarde (Limousin), France ","Villeneuve-sur-Lot (Aquitaine), France"
587,"    Agen (Aquitaine), France ","Lourdes (Midi-Pyrenees), France"
588,"    Argelès-Gazost (Midi-Pyrenees), France ","Pamplona (Navarra), Spain"
589,"    Pamplona (Navarra), Spain ","Hendaye (Aquitaine), France"
590,"    Hendaye (Aquitaine), France ","Bordeaux (Aquitaine), France"
591,"    Bordeaux (Aquitaine), France ","Saint-Émilion (Aquitaine), France"
592,"    Palaiseau (Ile-de-France), France ","Paris (Ile-de-France), France"
593,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Paris (Ile-de-France), France"
594,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Paris (Ile-de-France), France"
595,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Paris (Ile-de-France), France"
596,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Paris (Ile-de-France), France"
597,"    Saint-Brieuc (Bretagne), France ","Saint-Brieuc (Bretagne), France"
598,"    Dinan (Bretagne), France ","Lannion (Bretagne), France"
599,"    Perros-Guirec (Bretagne), France ","Vitré (Bretagne), France"
600,"    Mayenne (Pays de la Loire), France ","Alençon (Basse-Normandie), France"
601,"    Alençon (Basse-Normandie), France ","Le Havre (Haute-Normandie), France"
602,"    Fécamp (Haute-Normandie), France ","Dunkerque (Nord-Pas-de-Calais), France"
603,"    Dunkerque (Nord-Pas-de-Calais), France ","Charleroi (Hainaut), Belgium"
604,"    Charleroi (Hainaut), Belgium ","Liège (Liege), Belgium"
605,"    Huy (Liege), Belgium ","Seraing (Liege), Belgium"
606,"    Le Grand Bornand (Rhone-Alpes), France ","La Plaine (Provence-Alpes-Cote d'Azur), France"
607,"    Aime (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
608,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Saint-Étienne (Rhone-Alpes), France"
609,"    Saint-Étienne (Rhone-Alpes), France ","Mende (Languedoc-Roussillon), France"
610,"    Mende (Languedoc-Roussillon), France ","Revel (Midi-Pyrenees), France"
611,"    Saint-Orens-de-Gameville (Midi-Pyrenees), France ","Guzet Neige (Provence-Alpes-Cote d'Azur), France"
612,"    Saint-Girons (Midi-Pyrenees), France ","Cauterets (Midi-Pyrenees), France"
613,"    Tarbes (Midi-Pyrenees), France ","Pau (Aquitaine), France"
614,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France"
615,"    Montpon-Ménestérol (Aquitaine), France ","Limoges (Limousin), France"
616,"    Lac de Vassivière (Limousin), France ","Lac de Vassivière (Limousin), France"
